ID,JSON Key,Content Group,Context,Canonical Unit,English Source,Current Kannada,Claude Suggested Kannada,Reviewer Corrected Kannada,Status,Issue Types,Do Not Translate,Official Facts,Reviewer Notes,Source File,Source Line/Location
150,admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.qualification,Admissions & Fees,Display sentence,,Graduation with minimum 50% aggregate [cite: 287],ಕನಿಷ್ಠ 50% ಒಟ್ಟು ಯೋಗ್ಯತೆಯೊಂದಿಗೆ ಪದವಿ,ಕನಿಷ್ಠ 50% ಒಟ್ಟು ಯೋಗ್ಯತೆಯೊಂದಿಗೆ ಪದವಿ,,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:296 kn:82 | admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.qualification
151,admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[0],Admissions & Fees,List item,,CAT [cite: 355],CAT,CAT,,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:329 kn:- | admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[0]
152,admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[1],Admissions & Fees,List item,,MAT [cite: 356],MAT,MAT,,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:330 kn:- | admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[1]
153,admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[2],Admissions & Fees,List item,,XAT [cite: 357],XAT,XAT,,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:331 kn:- | admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[2]
154,admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[3],Admissions & Fees,List item,,CMAT [cite: 358],CMAT,CMAT,,Needs Native Review,Citation markers in English source; English-only value (no Kannada),,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:332 kn:- | admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[3]
155,admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[4],Admissions & Fees,List item,,KMAT [cite: 359],KMAT,KMAT,,Needs Native Review,Citation markers in English source; English-only value (no Kannada),,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:333 kn:- | admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[4]
156,admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[5],Admissions & Fees,List item,,PGCET [cite: 360],PGCET,PGCET,,Needs Native Review,Citation markers in English source; English-only value (no Kannada),,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:334 kn:- | admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.entrance_exams[5]
157,admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.expected_cutoff,Admissions & Fees,Display sentence,,55-65 percentile (General) [cite: 289],ನಿರೀಕ್ಷಿತ ಕಟ್-ಆಫ್ (ಸಾಮಾನ್ಯ): 55-65 percentile,ನಿರೀಕ್ಷಿತ ಕಟ್-ಆಫ್ (ಸಾಮಾನ್ಯ): 55-65 percentile,,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:336 kn:122 | admissions_and_fees.additional_details.admission_and_eligibility.mba_programs.expected_cutoff
158,admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.CSE,Admissions & Fees,Display sentence,,"₹3,25,000 [cite: 365]","₹3,25,000","₹3,25,000",,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:307 kn:- | admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.CSE
159,admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.CSE (AI & ML),Admissions & Fees,Display sentence,,"₹3,25,000 [cite: 365]","₹3,25,000","₹3,25,000",,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:307 kn:- | admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.CSE (AI & ML)
160,admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.CSE (Cyber Security),Admissions & Fees,Display sentence,,"₹3,25,000 [cite: 365]","₹3,25,000","₹3,25,000",,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:307 kn:- | admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.CSE (Cyber Security)
161,admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.CSE(Data Science),Admissions & Fees,Display sentence,,"₹3,00,000 [cite: 365]","₹3,00,000","₹3,00,000",,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:307 kn:- | admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.CSE(Data Science)
162,admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.CS(Business System),Admissions & Fees,Display sentence,,"₹2,75,000 [cite: 365]","₹2,75,000","₹2,75,000",,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:307 kn:- | admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.CS(Business System)
163,admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.ECE,Admissions & Fees,Display sentence,,"₹2,50,000 [cite: 365]","₹2,50,000","₹2,50,000",,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:307 kn:- | admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.ECE
164,admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.Civil Engineering,Admissions & Fees,Display sentence,,"₹1,25,000 [cite: 365]","₹1,25,000","₹1,25,000",,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:307 kn:- | admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.Civil Engineering
165,admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.Mechanical Engineering,Admissions & Fees,Display sentence,,"₹1,25,000 [cite: 365]","₹1,25,000","₹1,25,000",,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:307 kn:- | admissions_and_fees.additional_details.fees_structure.management_quota_engineering_annual.Mechanical Engineering
166,admissions_and_fees.additional_details.fees_structure.mba_fees_annual.General MBA,Admissions & Fees,Display sentence,,"₹1,55,000-3,10,000 (Total for 2 years) [cite: 383]","₹1,55,000-3,10,000 (2 ವರ್ಷಗಳ ಒಟ್ಟು)","₹1,55,000-3,10,000 (2 ವರ್ಷಗಳ ಒಟ್ಟು)",,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:308 kn:94 | admissions_and_fees.additional_details.fees_structure.mba_fees_annual.General MBA
167,"admissions_and_fees.additional_details.fees_structure.mba_fees_annual.Specializations (Finance, HR, IT, Marketing)",Admissions & Fees,Display sentence,,"₹1,40,000 (Total for 2 years) [cite: 383]","₹1,40,000 (2 ವರ್ಷಗಳ ಒಟ್ಟು)","₹1,40,000 (2 ವರ್ಷಗಳ ಒಟ್ಟು)",,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,"en:308 kn:94 | admissions_and_fees.additional_details.fees_structure.mba_fees_annual.Specializations (Finance, HR, IT, Marketing)"
168,admissions_and_fees.additional_details.fees_structure.scholarships[0],Admissions & Fees,Display sentence,,SSP - Post-Metric Scholarship for SC/ST Students [cite: 398],SSP — SC/ST ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಪೋಸ್ಟ್-ಮೆಟ್ರಿಕ್ ವಿದ್ಯಾರ್ಥಿವೇತನ,SSP — SC/ST ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಪೋಸ್ಟ್-ಮೆಟ್ರಿಕ್ ವಿದ್ಯಾರ್ಥಿವೇತನ,,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:311 kn:97 | admissions_and_fees.additional_details.fees_structure.scholarships[0]
169,admissions_and_fees.additional_details.fees_structure.scholarships[1],Admissions & Fees,Display sentence,,Fee Reimbursement for SC/ST Students [cite: 399],SC/ST ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಶುಲ್ಕ ಮರುಪಾವತಿ,SC/ST ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಶುಲ್ಕ ಮರುಪಾವತಿ,,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:311 kn:97 | admissions_and_fees.additional_details.fees_structure.scholarships[1]
170,admissions_and_fees.additional_details.fees_structure.scholarships[2],Admissions & Fees,Display sentence,,"Fee Concession for Category I, II, and III Students [cite: 400]","ವರ್ಗ I, II ಮತ್ತು III ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಶುಲ್ಕ ರಿಯಾಯಿತಿ","ವರ್ಗ I, II ಮತ್ತು III ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಶುಲ್ಕ ರಿಯಾಯಿತಿ",,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:311 kn:97 | admissions_and_fees.additional_details.fees_structure.scholarships[2]
171,admissions_and_fees.additional_details.fees_structure.scholarships[3],Admissions & Fees,Display sentence,,National Scholarship Portal (NSP) - Minority Religion Scholarship [cite: 401],National Scholarship Portal (NSP) — ಅಲ್ಪಸಂಖ್ಯಾತ ಧರ್ಮ ವಿದ್ಯಾರ್ಥಿವೇತನ,National Scholarship Portal (NSP) — ಅಲ್ಪಸಂಖ್ಯಾತ ಧರ್ಮ ವಿದ್ಯಾರ್ಥಿವೇತನ,,Needs Native Review,Citation markers in English source; Possibly missing terminal punctuation,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:311 kn:97 | admissions_and_fees.additional_details.fees_structure.scholarships[3]
172,admissions_and_fees.additional_details.fees_structure.scholarships[4],Admissions & Fees,Display sentence,,Defence Scholarship [cite: 402],ರಕ್ಷಣಾ ವಿದ್ಯಾರ್ಥಿವೇತನ,ರಕ್ಷಣಾ ವಿದ್ಯಾರ್ಥಿವೇತನ,,Needs Native Review,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:311 kn:97 | admissions_and_fees.additional_details.fees_structure.scholarships[4]
173,departments.cse.name,Departments,Display sentence,cse.name,Computer Science & Engineering,ಕಂಪ್ಯೂಟರ್ ವಿಜ್ಞಾನ ಮತ್ತು ಎಂಜಿನಿಯರಿಂಗ್,ಕಂಪ್ಯೂಟರ್ ವಿಜ್ಞಾನ ಮತ್ತು ಎಂಜಿನಿಯರಿಂಗ್,,Do Not Translate,,,,,kn.json / en.json,en:169 kn:152 | departments.cse.name
174,departments.cse.intro,Departments,Display paragraph,cse.intro,The Computer Science & Engineering department leads the digital revolution with a cutting-edge curriculum. We transform students into top-tier software developers and system architects.,ಕಂಪ್ಯೂಟರ್ ಸೈನ್ಸ್ ಮತ್ತು ಎಂಜಿನಿಯರಿಂಗ್ ವಿಭಾಗವು ಅತ್ಯಾಧುನಿಕ ಪಠ್ಯಕ್ರಮದೊಂದಿಗೆ ಡಿಜಿಟಲ್ ಕ್ರಾಂತಿಯನ್ನು ಮುನ್ನಡೆಸುತ್ತದೆ. ನಾವು ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು ಉನ್ನತ-ಶ್ರೇಣಿಯ ಸಾಫ್ಟ್‌ವೇರ್ ಡೆವಲಪರ್‌ಗಳು ಮತ್ತು ಸಿಸ್ಟಮ್ ಆರ್ಕಿಟೆಕ್ಟ್‌ಗಳಾಗಿ ಪರಿವರ್ತಿಸುತ್ತೇವೆ.,ಕಂಪ್ಯೂಟರ್ ವಿಜ್ಞಾನ ಮತ್ತು ಎಂಜಿನಿಯರಿಂಗ್ ವಿಭಾಗವು ಅತ್ಯಾಧುನಿಕ ಪಠ್ಯಕ್ರಮದೊಂದಿಗೆ ಡಿಜಿಟಲ್ ಕ್ರಾಂತಿಯನ್ನು ಮುನ್ನಡೆಸುತ್ತದೆ. ನಾವು ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು ಉನ್ನತ-ಶ್ರೇಣಿಯ ಸಾಫ್ಟ್‌ವೇರ್ ಡೆವಲಪರ್‌ಗಳನ್ನಾಗಿ ಮತ್ತು ಸಿಸ್ಟಮ್ ವಾಸ್ತುಶಿಲ್ಪಿಗಳನ್ನಾಗಿ ರೂಪಿಸುತ್ತೇವೆ.,,AI Checked,,,,,kn.json / en.json,en:367 kn:153 | departments.cse.intro
175,departments.cse.hod_voice,Departments,Narration paragraph,cse.hod_voice,"Led by Dr. Shashikumar D R, our vision focuses on industry-driven learning tailored for global demands. We prioritize hands-on problem solving and ethical coding practices.","ಡಾ. ಶಶಿಕುಮಾರ್ ಡಿ ಆರ್ ನೇತೃತ್ವದಲ್ಲಿ, ನಮ್ಮ ದೃಷ್ಟಿ ಜಾಗತಿಕ ಬೇಡಿಕೆಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ಉದ್ಯಮ-ಚಾಲಿತ ಕಲಿಕೆಯ ಮೇಲೆ ಕೇಂದ್ರೀಕರಿಸುತ್ತದೆ. ಸಮಸ್ಯೆ ಪರಿಹಾರ ಮತ್ತು ನೈತಿಕ ಕೋಡಿಂಗ್ ಅಭ್ಯಾಸಗಳಿಗೆ ನಾವು ಆದ್ಯತೆ ನೀಡುತ್ತೇವೆ.","ಡಾ. ಶಶಿಕುಮಾರ್ ಡಿ ಆರ್ ನೇತೃತ್ವದಲ್ಲಿ, ನಮ್ಮ ದೃಷ್ಟಿ ಜಾಗತಿಕ ಬೇಡಿಕೆಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ಉದ್ಯಮ-ಚಾಲಿತ ಕಲಿಕೆಯ ಮೇಲೆ ಕೇಂದ್ರೀಕರಿಸುತ್ತದೆ. ಸಮಸ್ಯೆ ಪರಿಹಾರ ಮತ್ತು ನೈತಿಕ ಕೋಡಿಂಗ್ ಅಭ್ಯಾಸಗಳಿಗೆ ನಾವು ಆದ್ಯತೆ ನೀಡುತ್ತೇವೆ.",,Needs Native Review,,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:368 kn:154 | departments.cse.hod_voice
176,departments.cse.achievements,Departments,Display paragraph,cse.achievements,"Our labs are state-of-the-art, ensuring strong VTU rankings and continuous success in national hackathons.","ನಮ್ಮ ಲ್ಯಾಬ್‌ಗಳು ಅತ್ಯಾಧುನಿಕವಾಗಿದ್ದು, ಬಲವಾದ VTU ಶ್ರೇಯಾಂಕಗಳನ್ನು ಮತ್ತು ರಾಷ್ಟ್ರೀಯ ಹ್ಯಾಕಥಾನ್‌ಗಳಲ್ಲಿ ನಿರಂತರ ಯಶಸ್ಸನ್ನು ಖಾತ್ರಿಪಡಿಸುತ್ತದೆ.","ನಮ್ಮ ಲ್ಯಾಬ್‌ಗಳು ಅತ್ಯಾಧುನಿಕವಾಗಿದ್ದು, ಬಲವಾದ VTU ಶ್ರೇಯಾಂಕಗಳನ್ನು ಮತ್ತು ರಾಷ್ಟ್ರೀಯ ಹ್ಯಾಕಥಾನ್‌ಗಳಲ್ಲಿ ನಿರಂತರ ಯಶಸ್ಸನ್ನು ಖಾತ್ರಿಪಡಿಸುತ್ತದೆ.",,Needs Native Review,,"SVIT, VTU, CSE, AIML, ISE, ECE, MBA, KCET, KEA, COMEDK, CAT, MAT, XAT, CMAT, KMAT, PGCET, AICTE, NAAC, NBA, NSS, NCC, TCS, Infosys, Amazon, SSP, NSP, IT, HR, IoT, VLSI, NEP-2020, Ph.D., R&D",,,kn.json / en.json,en:369 kn:155 | departments.cse.achievements
177,departments.cse.placement,Departments,Display sentence,cse.placement,"Top recruiters include TCS, Infosys, and Amazon. Students receive rigorous technical and aptitude training.","ಉನ್ನತ ನೇಮಕಾತಿದಾರರಲ್ಲಿ TCS, Infosys ಮತ್ತು Amazon ಸೇರಿವೆ. ವಿದ್ಯಾರ್ಥಿಗಳು ಕಠಿಣ ತಾಂತ್ರಿಕ ಮತ್ತು ಯೋಗ್ಯತೆಯ ತರಬೇತಿಯನ್ನು ಪಡೆಯುತ್ತಾರೆ.","ಉನ್ನತ ನೇಮಕಾತಿದಾರರಲ್ಲಿ TCS, Infosys ಮತ್ತು Amazon ಸೇರಿವೆ. ವಿದ್ಯಾರ್ಥಿಗಳು ಕಠಿಣ ತಾಂತ್ರಿಕ ಮತ್ತು ಯೋಗ್ಯತೆಯ ತರಬೇತಿಯನ್ನು ಪಡೆಯುತ್ತಾರೆ.",,Needs Native Review,,"SVIT, VTU, CSE, AIML, ISE, ECE, MBA, KCET, KEA, COMEDK, CAT, MAT, XAT, CMAT, KMAT, PGCET, AICTE, NAAC, NBA, NSS, NCC, TCS, Infosys, Amazon, SSP, NSP, IT, HR, IoT, VLSI, NEP-2020, Ph.D., R&D",,,kn.json / en.json,en:370 kn:156 | departments.cse.placement
178,departments.cse.fees,Departments,Display sentence,cse.fees,"KCET: As per KEA norms | Management: ₹3,50,000/year","KCET: KEA ಮಾನದಂಡಗಳ ಪ್ರಕಾರ | ನಿರ್ವಹಣೆ: ₹3,50,000/ವರ್ಷ","KCET: KEA ಮಾನದಂಡಗಳ ಪ್ರಕಾರ | ನಿರ್ವಹಣೆ: ₹3,50,000/ವರ್ಷ",,Needs Native Review,Pipe character in display/narration text (not TTS-safe),"SVIT, VTU, CSE, AIML, ISE, ECE, MBA, KCET, KEA, COMEDK, CAT, MAT, XAT, CMAT, KMAT, PGCET, AICTE, NAAC, NBA, NSS, NCC, TCS, Infosys, Amazon, SSP, NSP, IT, HR, IoT, VLSI, NEP-2020, Ph.D., R&D","Numbers, names and titles must remain unchanged",,kn.json / en.json,en:371 kn:157 | departments.cse.fees
179,departments.cse_aiml.name,Departments,Display sentence,cse_aiml.name,CSE (AI & ML),CSE (AI & ML),CSE (AI & ML),,Do Not Translate,,"SVIT, VTU, CSE, AIML, ISE, ECE, MBA, KCET, KEA, COMEDK, CAT, MAT, XAT, CMAT, KMAT, PGCET, AICTE, NAAC, NBA, NSS, NCC, TCS, Infosys, Amazon, SSP, NSP, IT, HR, IoT, VLSI, NEP-2020, Ph.D., R&D",,,kn.json / en.json,en:180 kn:93 | departments.cse_aiml.name
180,departments.cse_aiml.intro,Departments,Display paragraph,cse_aiml.intro,The AI & Machine Learning department pioneers the future of intelligent systems. We prepare innovators for the rapidly evolving tech landscape.,AI ಮತ್ತು ಯಂತ್ರ ಕಲಿಕೆ ವಿಭಾಗವು ಬುದ್ಧಿವಂತ ವ್ಯವಸ್ಥೆಗಳ ಭವಿಷ್ಯವನ್ನು ಪ್ರವರ್ತಿಸುತ್ತದೆ. ನಾವು ವೇಗವಾಗಿ ವಿಕಸನಗೊಳ್ಳುತ್ತಿರುವ ಟೆಕ್ ಲ್ಯಾಂಡ್‌ಸ್ಕೇಪ್‌ಗಾಗಿ ನಾವೀನ್ಯಕಾರರನ್ನು ಸಿದ್ಧಪಡಿಸುತ್ತೇವೆ.,AI ಮತ್ತು ಯಂತ್ರ ಕಲಿಕೆ ವಿಭಾಗವು ಬುದ್ಧಿವಂತ ವ್ಯವಸ್ಥೆಗಳ ಭವಿಷ್ಯವನ್ನು ಪ್ರವರ್ತಿಸುತ್ತದೆ. ನಾವು ವೇಗವಾಗಿ ವಿಕಸನಗೊಳ್ಳುತ್ತಿರುವ ಟೆಕ್ ಲ್ಯಾಂಡ್‌ಸ್ಕೇಪ್‌ಗಾಗಿ ನಾವೀನ್ಯಕಾರರನ್ನು ಸಿದ್ಧಪಡಿಸುತ್ತೇವೆ.,,Needs Native Review,,,,,kn.json / en.json,en:375 kn:161 | departments.cse_aiml.intro
